Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Constituency,District
Suriyamoorthy. S,MGR Makkal Katchi,0,10th Pass,29,"Rs 24,000 ~ 24 Thou+",Rs 0 ~,Edappadi,Salem
Thasapparaj D,Makkal Needhi Maiam,0,10th Pass,62,"Rs 1,17,90,000 ~ 1 Crore+","Rs 10,000 ~ 10 Thou+",Edappadi,Salem
"Arokiasami, A.",IND,0,Graduate,58,"Rs 25,15,000 ~ 25 Lacs+","Rs 75,000 ~ 75 Thou+",Sankari,Salem
"Bakkiyamani, M.",IND,0,Post Graduate,47,"Rs 21,50,000 ~ 21 Lacs+","Rs 1,51,200 ~ 1 Lacs+",Sankari,Salem
"Durairaj, C.",IND,0,10th Pass,64,"Rs 15,85,000 ~ 15 Lacs+","Rs 2,60,000 ~ 2 Lacs+",Sankari,Salem
"Gopalakrishnan, S.",IND,0,8th Pass,28,"Rs 2,52,947 ~ 2 Lacs+",Rs 0 ~,Sankari,Salem
"Gunasekaran, M.",IND,0,10th Pass,48,"Rs 18,49,500 ~ 18 Lacs+","Rs 95,000 ~ 95 Thou+",Sankari,Salem
"Jaganathan, I.",IND,0,Graduate Professional,29,"Rs 13,63,600 ~ 13 Lacs+","Rs 10,20,000 ~ 10 Lacs+",Sankari,Salem
"Jagannathan, M.",IND,0,8th Pass,35,"Rs 23,86,120 ~ 23 Lacs+","Rs 26,68,125 ~ 26 Lacs+",Sankari,Salem
Km Rajesh,DMK,0,Post Graduate,41,"Rs 6,01,84,043 ~ 6 Crore+","Rs 1,60,21,701 ~ 1 Crore+",Sankari,Salem
"Manivel, P.",IND,0,Post Graduate,37,"Rs 2,28,000 ~ 2 Lacs+","Rs 60,000 ~ 60 Thou+",Sankari,Salem
"Palaniyappan, M.",IND,0,Others,55,"Rs 67,87,430 ~ 67 Lacs+","Rs 1,82,000 ~ 1 Lacs+",Sankari,Salem
"Prabhu, K.",IND,0,5th Pass,40,"Rs 53,20,500 ~ 53 Lacs+",Rs 0 ~,Sankari,Salem
"Ravikumar, P.",Ganasangam Party of India,0,12th Pass,41,"Rs 24,000 ~ 24 Thou+",Rs 0 ~,Sankari,Salem
"Sathishkumar, V.",IND,0,8th Pass,35,"Rs 1,43,190 ~ 1 Lacs+",Rs 0 ~,Sankari,Salem
"Sengodan, K.",Makkal Needhi Maiam,0,10th Pass,51,"Rs 71,77,589 ~ 71 Lacs+","Rs 21,80,500 ~ 21 Lacs+",Sankari,Salem
"Sengoten, R.",IND,0,5th Pass,32,"Rs 50,500 ~ 50 Thou+",Rs 0 ~,Sankari,Salem
"Settu, K.",My India Party,0,Literate,51,"Rs 2,02,750 ~ 2 Lacs+",Rs 0 ~,Sankari,Salem
"Shobana, S.",Naam Tamilar Katchi,0,Graduate,28,"Rs 26,84,250 ~ 26 Lacs+","Rs 1,04,000 ~ 1 Lacs+",Sankari,Salem
"Sivalingam, C.",Tamilaga Makkal Thannurimai Katchi,0,Post Graduate,42,"Rs 30,60,500 ~ 30 Lacs+",Rs 0 ~,Sankari,Salem
Sundararajan,AIADMK,0,Graduate,49,"Rs 3,03,07,813 ~ 3 Crore+","Rs 2,00,000 ~ 2 Lacs+",Sankari,Salem
"Vengadachalam, T.",IND,0,Others,37,"Rs 21,47,000 ~ 21 Lacs+","Rs 8,00,000 ~ 8 Lacs+",Sankari,Salem
"Vijayakumar, P.",IND,0,Others,31,"Rs 14,86,500 ~ 14 Lacs+","Rs 2,90,000 ~ 2 Lacs+",Sankari,Salem
"Viji Alias Vijayan, K.",IND,0,10th Pass,32,"Rs 1,72,000 ~ 1 Lacs+",Rs 0 ~,Sankari,Salem
A Kathirvel,My India Party,0,10th Pass,54,"Rs 63,50,000 ~ 63 Lacs+","Rs 3,00,000 ~ 3 Lacs+",Salem West,Salem
A Rajendran,DMK,1,8th Pass,54,"Rs 58,86,049 ~ 58 Lacs+","Rs 76,79,629 ~ 76 Lacs+",Salem West,Salem
Alagapuram R Mohanraj,DMDK,6,12th Pass,67,"Rs 3,33,43,121 ~ 3 Crore+","Rs 38,29,335 ~ 38 Lacs+",Salem West,Salem
Balaji. D,IND,0,10th Pass,33,"Rs 10,95,100 ~ 10 Lacs+",Rs 0 ~,Salem West,Salem
Chandrasekaran. G,IND,0,10th Pass,38,"Rs 3,30,000 ~ 3 Lacs+","Rs 1,60,000 ~ 1 Lacs+",Salem West,Salem
Gopinath. R,IND,0,Graduate Professional,31,"Rs 1,000 ~ 1 Thou+",Rs 0 ~,Salem West,Salem
Inbaraj. A,IND,0,Illiterate,38,"Rs 3,80,973 ~ 3 Lacs+",Rs 0 ~,Salem West,Salem
Karthikeyan. J,Tamil Nadu Ilangyar Katchi,0,Post Graduate,36,"Rs 26,72,638 ~ 26 Lacs+","Rs 2,26,649 ~ 2 Lacs+",Salem West,Salem
Kathavarayan. S,IND,0,Others,54,"Rs 6,74,580 ~ 6 Lacs+",Rs 0 ~,Salem West,Salem
M Gopi,IND,0,Graduate,40,"Rs 3,21,000 ~ 3 Lacs+",Rs 0 ~,Salem West,Salem
M Jeevanantham,IND,0,Others,58,"Rs 4,27,000 ~ 4 Lacs+","Rs 1,00,000 ~ 1 Lacs+",Salem West,Salem
M Mayakannan,IND,0,Others,34,"Rs 18,50,000 ~ 18 Lacs+","Rs 2,00,000 ~ 2 Lacs+",Salem West,Salem
Marimuthu. M,IND,0,10th Pass,35,"Rs 3,61,500 ~ 3 Lacs+",Rs 0 ~,Salem West,Salem
Murugan. A,IND,1,Illiterate,54,"Rs 30,000 ~ 30 Thou+",Rs 0 ~,Salem West,Salem
Natarajan. C,IND,0,Graduate,41,"Rs 2,00,000 ~ 2 Lacs+",Rs 0 ~,Salem West,Salem
R Arul,Pattali Makkal Katchi,7,Graduate,49,"Rs 5,43,04,970 ~ 5 Crore+","Rs 1,18,67,948 ~ 1 Crore+",Salem West,Salem
R Muthusamy,Tamilaga Makkal Thannurimai Katchi,0,Post Graduate,60,"Rs 2,32,070 ~ 2 Lacs+",Rs 0 ~,Salem West,Salem
Rajendiran. B,IND,0,Illiterate,46,"Rs 72,500 ~ 72 Thou+",Rs 0 ~,Salem West,Salem
Ramkumar. R,IND,0,10th Pass,42,"Rs 1,41,500 ~ 1 Lacs+",Rs 0 ~,Salem West,Salem
S Nagammal,Naam Tamilar Katchi,0,Others,34,"Rs 53,26,620 ~ 53 Lacs+","Rs 33,60,000 ~ 33 Lacs+",Salem West,Salem
S Tamilselvan,BSP,0,8th Pass,41,"Rs 5,500 ~ 5 Thou+",Rs 0 ~,Salem West,Salem
Sabbapathi. M,IND,0,Graduate,35,"Rs 6,39,263 ~ 6 Lacs+","Rs 2,94,000 ~ 2 Lacs+",Salem West,Salem
Sarathkumar. S,IND,0,12th Pass,26,"Rs 1,30,300 ~ 1 Lacs+",Rs 0 ~,Salem West,Salem
Senthilkumar. A,Anaithu Makkal Puratchi Katchi,0,12th Pass,43,"Rs 5,000 ~ 5 Thou+",Rs 0 ~,Salem West,Salem
Sivaraman. S,IND,0,Others,42,"Rs 50,000 ~ 50 Thou+",Rs 0 ~,Salem West,Salem
Thiyagarajan. M,IND,0,12th Pass,36,"Rs 1,95,800 ~ 1 Lacs+",Rs 0 ~,Salem West,Salem
A Rameshkumar,IND,0,Others,33,"Rs 17,22,000 ~ 17 Lacs+",Rs 0 ~,Salem North,Salem
C Natarajan,Amma Makkal Munnettra Kazagam,1,Graduate Professional,58,"Rs 3,20,77,184 ~ 3 Crore+","Rs 8,63,43,393 ~ 8 Crore+",Salem North,Salem
D.Murali,Dhesiya Makkal Kazhagam,0,Graduate,29,"Rs 60,000 ~ 60 Thou+",Rs 0 ~,Salem North,Salem
G.Venkatachalam,AIADMK,0,8th Pass,57,"Rs 2,63,01,483 ~ 2 Crore+","Rs 37,98,115 ~ 37 Lacs+",Salem North,Salem
Imayaeswaran N,Naam Tamilar Katchi,0,Others,39,"Rs 4,05,000 ~ 4 Lacs+",Rs 0 ~,Salem North,Salem
M Ahamedshahjahan,MGR Makkal Katchi,1,Post Graduate,51,"Rs 51,50,000 ~ 51 Lacs+","Rs 1,60,000 ~ 1 Lacs+",Salem North,Salem
M.P.Panneer Selvam,National Peoples Party,0,Post Graduate,60,"Rs 11,25,500 ~ 11 Lacs+",Rs 0 ~,Salem North,Salem
M.R.Nawazudieen,IND,0,10th Pass,36,"Rs 48,02,000 ~ 48 Lacs+",Rs 0 ~,Salem North,Salem
M.Shanmuga Sundaram,IND,0,Others,35,"Rs 5,97,000 ~ 5 Lacs+",Rs 0 ~,Salem North,Salem
N Devaraj,IND,0,8th Pass,47,"Rs 11,50,000 ~ 11 Lacs+",Rs 0 ~,Salem North,Salem
P.Ramachandran,IND,0,12th Pass,33,"Rs 1,35,548 ~ 1 Lacs+",Rs 0 ~,Salem North,Salem
R Palanisamy,IND,0,10th Pass,50,"Rs 2,43,000 ~ 2 Lacs+",Rs 0 ~,Salem North,Salem
R Senthilkumar,IND,0,10th Pass,41,"Rs 2,89,000 ~ 2 Lacs+",Rs 0 ~,Salem North,Salem
R. Rajendran,DMK,16,Graduate Professional,61,"Rs 2,60,63,861 ~ 2 Crore+","Rs 8,40,000 ~ 8 Lacs+",Salem North,Salem
S Rajasekar,IND,0,5th Pass,53,"Rs 3,50,000 ~ 3 Lacs+",Rs 0 ~,Salem North,Salem
S Velan,BSP,0,Post Graduate,58,"Rs 11,600 ~ 11 Thou+","Rs 10,00,000 ~ 10 Lacs+",Salem North,Salem
T.Vijaya Raj,IND,0,10th Pass,38,"Rs 1,89,000 ~ 1 Lacs+",Rs 0 ~,Salem North,Salem
Vaathiar C Murugan,Ambedkarite Party of India,0,8th Pass,42,"Rs 7,22,486 ~ 7 Lacs+","Rs 9,00,000 ~ 9 Lacs+",Salem North,Salem
A.S.Saravanan,DMK,2,5th Pass,48,"Rs 2,80,83,858 ~ 2 Crore+","Rs 90,03,267 ~ 90 Lacs+",Salem South,Salem
B.Devi,IND,0,Literate,41,"Rs 5,66,413 ~ 5 Lacs+",Rs 0 ~,Salem South,Salem
D.M.Mohammad Nazeerudeen,IND,0,Post Graduate,75,"Rs 12,65,884 ~ 12 Lacs+","Rs 5,00,000 ~ 5 Lacs+",Salem South,Salem
E.Balasubramaniyan,AIADMK,0,Graduate,60,"Rs 3,56,09,566 ~ 3 Crore+","Rs 39,75,579 ~ 39 Lacs+",Salem South,Salem
K.Mariappan,IND,0,10th Pass,39,"Rs 8,92,000 ~ 8 Lacs+",Rs 0 ~,Salem South,Salem
K.N.Veerasenan,IND,0,Post Graduate,33,"Rs 2,39,19,534 ~ 2 Crore+",Rs 0 ~,Salem South,Salem
K.Selvaraj,IND,0,8th Pass,41,"Rs 4,96,287 ~ 4 Lacs+",Rs 0 ~,Salem South,Salem
K.Yasin Basha,IND,0,5th Pass,41,"Rs 20,35,200 ~ 20 Lacs+","Rs 15,00,000 ~ 15 Lacs+",Salem South,Salem
M.Kumar,IND,0,10th Pass,51,"Rs 10,15,000 ~ 10 Lacs+",Rs 0 ~,Salem South,Salem
M.Periyasamy,IND,0,5th Pass,55,Nil,Rs 0 ~,Salem South,Salem
M.Prabu Manikandan,Makkal Needhi Maiam,0,Graduate Professional,30,"Rs 25,72,672 ~ 25 Lacs+","Rs 9,06,500 ~ 9 Lacs+",Salem South,Salem
M.Sundar,Ambedkarite Party of India,0,8th Pass,35,"Rs 4,53,906 ~ 4 Lacs+",Rs 0 ~,Salem South,Salem
N.Mayakannan,IND,0,8th Pass,40,"Rs 36,500 ~ 36 Thou+",Rs 0 ~,Salem South,Salem
R.Elavarasan,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,0,8th Pass,33,"Rs 1,65,000 ~ 1 Lacs+",Rs 0 ~,Salem South,Salem
R.Sundaram,IND,0,5th Pass,56,"Rs 9,05,000 ~ 9 Lacs+",Rs 0 ~,Salem South,Salem
R.Velmurugan,CPI(ML)(L),0,Literate,37,"Rs 94,417 ~ 94 Thou+",Rs 0 ~,Salem South,Salem
S.Krishnakumar,IND,0,8th Pass,46,"Rs 3,86,431 ~ 3 Lacs+",Rs 0 ~,Salem South,Salem
S.Mariamma,Naam Tamilar Katchi,0,Others,37,"Rs 18,76,300 ~ 18 Lacs+",Rs 0 ~,Salem South,Salem
S.Murali,BSP,0,Graduate Professional,32,"Rs 11,000 ~ 11 Thou+",Rs 0 ~,Salem South,Salem
S.Raji,Dhesiya Makkal Kazhagam,0,5th Pass,45,"Rs 5,60,000 ~ 5 Lacs+",Rs 0 ~,Salem South,Salem
S.Saravanan,IND,0,10th Pass,30,"Rs 2,07,500 ~ 2 Lacs+",Rs 0 ~,Salem South,Salem
Samundeswari.V,IND,0,10th Pass,41,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,Salem South,Salem
Sathiyapriya,RPI(A),0,Graduate,30,"Rs 3,96,000 ~ 3 Lacs+","Rs 1,50,000 ~ 1 Lacs+",Salem South,Salem
Se.Venkatajalam,Amma Makkal Munnettra Kazagam,2,10th Pass,65,"Rs 11,99,00,731 ~ 11 Crore+",Rs 0 ~,Salem South,Salem
"Amutha, R.",Indiya Jananayaka Katchi,0,10th Pass,48,"Rs 1,37,99,420 ~ 1 Crore+","Rs 51,89,900 ~ 51 Lacs+",Veerapandi,Salem
Chinnanann M,BSP,0,Graduate,32,"Rs 5,500 ~ 5 Thou+",Rs 0 ~,Veerapandi,Salem
Indrajith Guptha,IND,0,Others,30,"Rs 70,700 ~ 70 Thou+",Rs 0 ~,Veerapandi,Salem
"Mani, M.",My India Party,0,10th Pass,46,"Rs 1,06,000 ~ 1 Lacs+","Rs 25,000 ~ 25 Thou+",Veerapandi,Salem
"Manikandan, S.",All India Jananayaka Makkal Kazhagam,0,Others,33,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,Veerapandi,Salem
Mohan P,SUCI(C),0,12th Pass,65,"Rs 38,15,693 ~ 38 Lacs+","Rs 50,000 ~ 50 Thou+",Veerapandi,Salem
"Prabakaran, P.",Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,0,Others,35,"Rs 51,200 ~ 51 Thou+","Rs 50,000 ~ 50 Thou+",Veerapandi,Salem
Rajamuthu M,AIADMK,0,Graduate,52,"Rs 3,64,50,974 ~ 3 Crore+","Rs 9,22,708 ~ 9 Lacs+",Veerapandi,Salem
"Rajarathinam, K.",IND,0,Graduate,39,"Rs 11,24,358 ~ 11 Lacs+","Rs 3,00,000 ~ 3 Lacs+",Veerapandi,Salem
Rajeshkumar S,Naam Tamilar Katchi,0,10th Pass,27,"Rs 1,07,000 ~ 1 Lacs+","Rs 8,56,882 ~ 8 Lacs+",Veerapandi,Salem
"Ramesh, C.",IND,0,12th Pass,46,"Rs 5,87,550 ~ 5 Lacs+",Rs 0 ~,Veerapandi,Salem
Sathiyavani,Dhesiya Makkal Kazhagam,0,Illiterate,50,"Rs 50,000 ~ 50 Thou+",Rs 0 ~,Veerapandi,Salem
"Sekar, M.",IND,0,5th Pass,52,"Rs 3,02,200 ~ 3 Lacs+",Rs 0 ~,Veerapandi,Salem
Selvam S K,Amma Makkal Munnettra Kazagam,4,10th Pass,59,"Rs 1,10,27,329 ~ 1 Crore+",Rs 0 ~,Veerapandi,Salem
"Senthilkumar, J.",IND,0,8th Pass,43,"Rs 4,95,450 ~ 4 Lacs+","Rs 49,314 ~ 49 Thou+",Veerapandi,Salem
"Senthilmurugan, E.",IND,0,12th Pass,38,"Rs 3,76,212 ~ 3 Lacs+","Rs 1,99,000 ~ 1 Lacs+",Veerapandi,Salem
Tharun A K,DMK,1,Post Graduate,39,"Rs 9,86,73,714 ~ 9 Crore+","Rs 84,53,610 ~ 84 Lacs+",Veerapandi,Salem
"Vaithi, M.",IND,0,12th Pass,35,"Rs 21,24,973 ~ 21 Lacs+",Rs 0 ~,Veerapandi,Salem
"Venkat, A.",IND,0,8th Pass,48,"Rs 11,62,000 ~ 11 Lacs+",Rs 0 ~,Veerapandi,Salem
A.Ganesan,IND,0,Graduate Professional,59,"Rs 86,89,500 ~ 86 Lacs+","Rs 18,50,000 ~ 18 Lacs+",Karaikudi,Sivaganga
A.Paramasivam,IND,0,10th Pass,47,"Rs 32,000 ~ 32 Thou+",Rs 0 ~,Karaikudi,Sivaganga
B.Vanitha,Puthiya Tamilagam,0,8th Pass,36,"Rs 2,31,300 ~ 2 Lacs+",Rs 0 ~,Karaikudi,Sivaganga
H.Raja,BJP,4,Graduate Professional,63,"Rs 3,55,42,759 ~ 3 Crore+","Rs 67,36,195 ~ 67 Lacs+",Karaikudi,Sivaganga
K.Velu,IND,0,8th Pass,40,"Rs 31,000 ~ 31 Thou+",Rs 0 ~,Karaikudi,Sivaganga
M.Naina Mohamed,IND,0,Others,26,"Rs 11,07,324 ~ 11 Lacs+","Rs 80,000 ~ 80 Thou+",Karaikudi,Sivaganga
N.Baluswamy,BSP,0,5th Pass,49,"Rs 39,34,600 ~ 39 Lacs+","Rs 7,00,000 ~ 7 Lacs+",Karaikudi,Sivaganga
Rajkumar.G,Anna MGR Dravida Makkal Kalgam,0,5th Pass,36,"Rs 9,91,200 ~ 9 Lacs+",Rs 0 ~,Karaikudi,Sivaganga
S.Mangudi,INC,9,Graduate,58,"Rs 5,38,87,265 ~ 5 Crore+","Rs 3,06,10,231 ~ 3 Crore+",Karaikudi,Sivaganga
A.Amalan Savarimuthu,Indiya Jananayaka Katchi,1,Graduate,48,"Rs 67,59,267 ~ 67 Lacs+","Rs 6,06,600 ~ 6 Lacs+",Tiruppathur,Sivaganga
A.Karthika,IND,0,8th Pass,30,"Rs 47,000 ~ 47 Thou+",Rs 0 ~,Tiruppathur,Sivaganga
A.Mallika,IND,0,Illiterate,58,"Rs 32,500 ~ 32 Thou+",Rs 0 ~,Tiruppathur,Sivaganga
A.Parthasarathy,IND,0,8th Pass,37,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,Tiruppathur,Sivaganga
Anandhan K,IND,0,5th Pass,46,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,Tiruppathur,Sivaganga
C.Kannan,IND,0,8th Pass,47,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,Tiruppathur,Sivaganga
C.Paramasivam,IND,0,Graduate,47,"Rs 19,27,938 ~ 19 Lacs+","Rs 10,00,000 ~ 10 Lacs+",Tiruppathur,Sivaganga
G.Abdul Kishore Babu,IND,0,Graduate Professional,30,"Rs 12,86,400 ~ 12 Lacs+",Rs 0 ~,Tiruppathur,Sivaganga
J.Veerayi,IND,0,Illiterate,48,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,Tiruppathur,Sivaganga
K.S.K.Rajesh,IND,0,Illiterate,45,"Rs 30,000 ~ 30 Thou+",Rs 0 ~,Tiruppathur,Sivaganga
Kottaikumar,Naam Tamilar Katchi,0,Graduate,53,"Rs 6,19,50,000 ~ 6 Crore+","Rs 13,50,000 ~ 13 Lacs+",Tiruppathur,Sivaganga
Kr.Periyakaruppan,DMK,18,Graduate,62,"Rs 8,70,31,084 ~ 8 Crore+","Rs 82,91,004 ~ 82 Lacs+",Tiruppathur,Sivaganga
Marudhu Alaguraj,AIADMK,0,12th Pass,52,"Rs 3,50,84,938 ~ 3 Crore+","Rs 1,02,72,228 ~ 1 Crore+",Tiruppathur,Sivaganga
Muthulakshmi,IND,0,Graduate,34,"Rs 11,000 ~ 11 Thou+",Rs 0 ~,Tiruppathur,Sivaganga
P.Jeyachandran,IND,0,10th Pass,37,"Rs 7,35,900 ~ 7 Lacs+","Rs 6,352 ~ 6 Thou+",Tiruppathur,Sivaganga
P.Rajeswari,IND,0,10th Pass,42,"Rs 19,27,938 ~ 19 Lacs+","Rs 10,00,000 ~ 10 Lacs+",Tiruppathur,Sivaganga
P.Selvaraj,IND,0,10th Pass,54,"Rs 5,00,000 ~ 5 Lacs+","Rs 1,00,000 ~ 1 Lacs+",Tiruppathur,Sivaganga
Palaniappan,IND,0,10th Pass,56,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,Tiruppathur,Sivaganga
Periyasamy,IND,0,8th Pass,44,"Rs 1,06,500 ~ 1 Lacs+","Rs 40,00,000 ~ 40 Lacs+",Tiruppathur,Sivaganga
Renuka,IND,0,10th Pass,53,"Rs 47,000 ~ 47 Thou+",Rs 0 ~,Tiruppathur,Sivaganga
Rm.Murugesan,IND,0,8th Pass,49,"Rs 30,000 ~ 30 Thou+",Rs 0 ~,Tiruppathur,Sivaganga
C.Kaningprabhu,IND,0,8th Pass,35,"Rs 3,00,000 ~ 3 Lacs+",Rs 0 ~,Sivaganga,Sivaganga
Dr.A.Parthasarathy,IND,0,Doctorate,42,"Rs 36,16,800 ~ 36 Lacs+","Rs 6,51,000 ~ 6 Lacs+",Sivaganga,Sivaganga
Joseph. C,Makkal Needhi Maiam,1,Post Graduate,40,"Rs 17,10,020 ~ 17 Lacs+","Rs 5,63,000 ~ 5 Lacs+",Sivaganga,Sivaganga
K.Anbarasan,Amma Makkal Munnettra Kazagam,0,Graduate Professional,39,"Rs 33,38,395 ~ 33 Lacs+","Rs 2,10,000 ~ 2 Lacs+",Sivaganga,Sivaganga
K.Kalaiselvam,IND,0,8th Pass,36,"Rs 9,10,000 ~ 9 Lacs+","Rs 2,20,000 ~ 2 Lacs+",Sivaganga,Sivaganga
M.Ravi,IND,0,5th Pass,41,"Rs 6,11,200 ~ 6 Lacs+","Rs 7,60,000 ~ 7 Lacs+",Sivaganga,Sivaganga
M.Thirukumaran,IND,0,Others,40,"Rs 1,20,000 ~ 1 Lacs+",Rs 0 ~,Sivaganga,Sivaganga
N.Pandimuthu,My India Party,0,8th Pass,52,"Rs 2,33,770 ~ 2 Lacs+",Rs 0 ~,Sivaganga,Sivaganga
P.Viswanathan,IND,0,10th Pass,67,"Rs 7,38,700 ~ 7 Lacs+","Rs 3,00,500 ~ 3 Lacs+",Sivaganga,Sivaganga
Pr.Senthilnathan,AIADMK,1,Graduate Professional,53,"Rs 7,20,08,344 ~ 7 Crore+","Rs 2,59,95,519 ~ 2 Crore+",Sivaganga,Sivaganga
R.Gunasekaran,IND,0,8th Pass,27,"Rs 7,000 ~ 7 Thou+",Rs 0 ~,Sivaganga,Sivaganga
R.Mallika,Naam Tamilar Katchi,0,Post Graduate,36,"Rs 50,84,000 ~ 50 Lacs+","Rs 33,50,000 ~ 33 Lacs+",Sivaganga,Sivaganga
Vadivel. C,Anaithu Makkal Puratchi Katchi,0,8th Pass,41,"Rs 5,06,250 ~ 5 Lacs+","Rs 2,17,500 ~ 2 Lacs+",Sivaganga,Sivaganga
Vimalraj,IND,0,Graduate Professional,26,"Rs 5,06,000 ~ 5 Lacs+",Rs 0 ~,Sivaganga,Sivaganga
Chandrasekar M.,Anaithu Makkal Puratchi Katchi,0,Post Graduate,52,"Rs 13,59,000 ~ 13 Lacs+","Rs 1,00,000 ~ 1 Lacs+",Manamadurai Sc),Sivaganga
Duraipandi M.,IND,0,Graduate Professional,36,"Rs 1,43,800 ~ 1 Lacs+",Rs 0 ~,Manamadurai Sc),Sivaganga
Karuppaiah S.,IND,0,5th Pass,58,"Rs 3,95,000 ~ 3 Lacs+",Rs 0 ~,Manamadurai Sc),Sivaganga
Mariappankennady S.,Amma Makkal Munnettra Kazagam,2,Graduate,45,"Rs 1,03,80,760 ~ 1 Crore+","Rs 5,93,000 ~ 5 Lacs+",Manamadurai Sc),Sivaganga
Muralitharan M.,Anna MGR Dravida Makkal Kalgam,0,Illiterate,38,"Rs 11,500 ~ 11 Thou+",Rs 0 ~,Manamadurai Sc),Sivaganga
Muthumari K.,IND,0,5th Pass,38,"Rs 5,45,612 ~ 5 Lacs+",Rs 0 ~,Manamadurai Sc),Sivaganga
Nagarajan S.,AIADMK,1,Graduate Professional,52,"Rs 42,15,619 ~ 42 Lacs+",Rs 0 ~,Manamadurai Sc),Sivaganga
Rajaiah C.,IND,0,10th Pass,57,"Rs 5,000 ~ 5 Thou+",Rs 0 ~,Manamadurai Sc),Sivaganga
Rajendran A.,My India Party,0,5th Pass,46,"Rs 77,500 ~ 77 Thou+",Rs 0 ~,Manamadurai Sc),Sivaganga
Shanmugapriya M.,Naam Tamilar Katchi,0,Graduate,28,"Rs 69,09,000 ~ 69 Lacs+","Rs 14,56,483 ~ 14 Lacs+",Manamadurai Sc),Sivaganga
Sivasankari P.,Makkal Needhi Maiam,0,Graduate,42,"Rs 9,20,000 ~ 9 Lacs+",Rs 0 ~,Manamadurai Sc),Sivaganga
Tamilarasi A.,DMK,8,Graduate,44,"Rs 2,18,45,568 ~ 2 Crore+","Rs 46,82,670 ~ 46 Lacs+",Manamadurai Sc),Sivaganga
Thamaraiselvi S.,IND,0,12th Pass,27,"Rs 6,72,552 ~ 6 Lacs+",Rs 0 ~,Manamadurai Sc),Sivaganga
A.Udhayakumar,Puthiya Tamilagam,1,Graduate,28,"Rs 2,57,661 ~ 2 Lacs+",Rs 0 ~,Alangulam,Tenkasi
Arunkumar.K,IND,0,Graduate,30,"Rs 7,94,000 ~ 7 Lacs+",Rs 0 ~,Alangulam,Tenkasi
Dr.Poongothai Aladi Aruna,DMK,10,Graduate Professional,56,"Rs 14,71,36,216 ~ 14 Crore+","Rs 18,00,000 ~ 18 Lacs+",Alangulam,Tenkasi
Hari Nadar.A,IND,15,12th Pass,39,"Rs 12,72,69,403 ~ 12 Crore+","Rs 1,50,000 ~ 1 Lacs+",Alangulam,Tenkasi
K.Sivaram,IND,0,5th Pass,47,"Rs 16,35,000 ~ 16 Lacs+","Rs 10,50,000 ~ 10 Lacs+",Alangulam,Tenkasi
M.Sangeetha Esak,Naam Tamilar Katchi,0,10th Pass,36,"Rs 49,92,550 ~ 49 Lacs+","Rs 3,90,000 ~ 3 Lacs+",Alangulam,Tenkasi
Paul Manoj Pandian,AIADMK,3,Post Graduate,49,"Rs 16,95,67,880 ~ 16 Crore+","Rs 2,20,05,710 ~ 2 Crore+",Alangulam,Tenkasi
Rajendranathan,DMDK,2,Graduate,56,"Rs 66,09,114 ~ 66 Lacs+","Rs 1,00,000 ~ 1 Lacs+",Alangulam,Tenkasi
S.Sankar Ganesh Yadav,IND,0,12th Pass,46,"Rs 99,73,970 ~ 99 Lacs+","Rs 11,30,845 ~ 11 Lacs+",Alangulam,Tenkasi
S.Selvakumar,Makkal Needhi Maiam,0,Graduate,36,"Rs 41,95,999 ~ 41 Lacs+","Rs 4,95,600 ~ 4 Lacs+",Alangulam,Tenkasi
A.Ganesan,IND,0,8th Pass,53,"Rs 12,65,725 ~ 12 Lacs+","Rs 30,000 ~ 30 Thou+",Kadayanallur,Tenkasi
Avani Raja.T,IND,0,Graduate Professional,38,"Rs 30,43,700 ~ 30 Lacs+","Rs 3,78,330 ~ 3 Lacs+",Kadayanallur,Tenkasi
C.Krishnamurali,AIADMK,1,Graduate,38,"Rs 3,14,80,837 ~ 3 Crore+","Rs 2,50,000 ~ 2 Lacs+",Kadayanallur,Tenkasi
K.A.M.Muhammed Abubacker,IUML,8,12th Pass,49,"Rs 1,99,63,771 ~ 1 Crore+",Rs 0 ~,Kadayanallur,Tenkasi
K.Radha Krishnan,IND,0,8th Pass,50,"Rs 2,00,000 ~ 2 Lacs+",Rs 0 ~,Kadayanallur,Tenkasi
M.Ambikadevi,Makkal Needhi Maiam,0,Post Graduate,33,"Rs 30,35,000 ~ 30 Lacs+","Rs 30,70,000 ~ 30 Lacs+",Kadayanallur,Tenkasi
M.Ayyadurai,IND,0,10th Pass,31,"Rs 2,60,000 ~ 2 Lacs+",Rs 0 ~,Kadayanallur,Tenkasi
M.Muthulakshmi,Naam Tamilar Katchi,0,Graduate,34,"Rs 12,49,323 ~ 12 Lacs+",Rs 0 ~,Kadayanallur,Tenkasi
